comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
264,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
265,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
266,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.122222222,0.011111111,0.122222222,0.011111111,0.344444444
267,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
268,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
269,0.3875,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.5125,0.0125,0.0125
270,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
271,0.292857143,0.007142857,0.078571429,0.007142857,0.15,0.007142857,0.007142857,0.007142857,0.007142857,0.435714286
272,0.008333333,0.008333333,0.008333333,0.258333333,0.008333333,0.008333333,0.008333333,0.175,0.008333333,0.508333333
273,0.007142857,0.007142857,0.364285714,0.007142857,0.007142857,0.007142857,0.435714286,0.007142857,0.15,0.007142857
274,0.025,0.025,0.025,0.025,0.525,0.275,0.025,0.025,0.025,0.025
275,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.525,0.275,0.025
276,0.677777778,0.233333333,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
277,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
278,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025
279,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
280,0.004761905,0.004761905,0.528571429,0.004761905,0.004761905,0.052380952,0.147619048,0.004761905,0.242857143,0.004761905
281,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
282,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
283,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55
284,0.003571429,0.217857143,0.003571429,0.003571429,0.003571429,0.146428571,0.003571429,0.003571429,0.610714286,0.003571429
285,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
286,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55
287,0.004545455,0.004545455,0.004545455,0.004545455,0.004545455,0.822727273,0.05,0.004545455,0.095454545,0.004545455
288,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
289,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
290,0.014285714,0.014285714,0.871428571,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
291,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.183333333,0.183333333,0.016666667,0.016666667,0.35
292,0.025,0.025,0.025,0.275,0.025,0.025,0.275,0.275,0.025,0.025
293,0.016666667,0.183333333,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667
294,0.0125,0.0125,0.5125,0.0125,0.0125,0.0125,0.0125,0.0125,0.3875,0.0125
295,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
296,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
297,0.01,0.01,0.11,0.01,0.21,0.21,0.01,0.01,0.01,0.41
298,0.275,0.025,0.025,0.525,0.025,0.025,0.025,0.025,0.025,0.025
299,0.02,0.42,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02
300,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333
301,0.0125,0.0125,0.0125,0.1375,0.0125,0.7625,0.0125,0.0125,0.0125,0.0125
302,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
303,0.025,0.025,0.025,0.025,0.025,0.525,0.025,0.025,0.275,0.025
304,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
305,0.2625,0.0125,0.0125,0.1375,0.0125,0.0125,0.5125,0.0125,0.0125,0.0125
306,0.283333333,0.005555556,0.505555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.172222222,0.005555556
307,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
308,0.02,0.62,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02
309,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02
310,0.02,0.02,0.02,0.02,0.42,0.42,0.02,0.02,0.02,0.02
311,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02
312,0.871428571,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
313,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
314,0.585714286,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.3,0.014285714
315,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82
316,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
317,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.22,0.02,0.02
318,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
319,0.164864865,0.002702703,0.002702703,0.002702703,0.083783784,0.110810811,0.002702703,0.002702703,0.354054054,0.272972973
320,0.007142857,0.007142857,0.007142857,0.007142857,0.007142857,0.078571429,0.007142857,0.007142857,0.007142857,0.864285714
321,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.5125,0.0125,0.3875
322,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.62
323,0.35,0.183333333,0.183333333,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
324,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.6375,0.0125,0.2625,0.0125
325,0.007692308,0.007692308,0.007692308,0.007692308,0.084615385,0.007692308,0.007692308,0.084615385,0.007692308,0.776923077
326,0.025,0.025,0.025,0.525,0.025,0.025,0.025,0.025,0.025,0.275
327,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82
328,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333
329,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.016666667
330,0.534375,0.003125,0.221875,0.003125,0.003125,0.003125,0.003125,0.003125,0.159375,0.065625
331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
332,0.014285714,0.014285714,0.871428571,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
333,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
334,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333
335,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.183333333
336,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
337,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
338,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667,0.016666667,0.016666667,0.016666667
339,0.366666667,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
340,0.016666667,0.016666667,0.85,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
341,0.006666667,0.006666667,0.273333333,0.006666667,0.006666667,0.34,0.006666667,0.006666667,0.006666667,0.34
342,0.206666667,0.14,0.006666667,0.006666667,0.006666667,0.34,0.006666667,0.073333333,0.206666667,0.006666667
343,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
344,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.35
345,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
346,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333
347,0.566666667,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.122222222,0.233333333
348,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
349,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667,0.016666667
350,0.02,0.02,0.02,0.02,0.42,0.02,0.22,0.02,0.02,0.22
351,0.011111111,0.122222222,0.011111111,0.122222222,0.011111111,0.677777778,0.011111111,0.011111111,0.011111111,0.011111111
352,0.01,0.31,0.01,0.11,0.21,0.01,0.01,0.31,0.01,0.01
353,0.025,0.025,0.025,0.025,0.525,0.025,0.025,0.025,0.025,0.275
354,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.22
355,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
356,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.516666667,0.016666667
357,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667
358,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
360,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.35
361,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
362,0.683333333,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
363,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05
364,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
365,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
366,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62
367,0.1,0.009090909,0.372727273,0.009090909,0.009090909,0.009090909,0.1,0.009090909,0.1,0.281818182
368,0.238461538,0.007692308,0.007692308,0.007692308,0.7,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308
369,0.15,0.15,0.007142857,0.007142857,0.15,0.007142857,0.007142857,0.078571429,0.435714286,0.007142857
370,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.122222222,0.011111111,0.788888889,0.011111111,0.011111111
371,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
372,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
373,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
374,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.275,0.025,0.525
375,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
376,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05
377,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
378,0.275,0.025,0.025,0.025,0.025,0.275,0.025,0.275,0.025,0.025
379,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
380,0.009090909,0.1,0.009090909,0.009090909,0.1,0.009090909,0.009090909,0.009090909,0.736363636,0.009090909
381,0.014285714,0.3,0.3,0.014285714,0.3,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
382,0.275,0.025,0.025,0.025,0.025,0.025,0.025,0.525,0.025,0.025
383,0.275,0.025,0.275,0.025,0.275,0.025,0.025,0.025,0.025,0.025
384,0.003846154,0.003846154,0.003846154,0.619230769,0.042307692,0.003846154,0.003846154,0.157692308,0.157692308,0.003846154
385,0.442857143,0.014285714,0.442857143,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
386,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
387,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
388,0.014285714,0.014285714,0.157142857,0.014285714,0.014285714,0.3,0.442857143,0.014285714,0.014285714,0.014285714
389,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
390,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.6375,0.0125,0.2625,0.0125
391,0.009090909,0.009090909,0.009090909,0.009090909,0.1,0.009090909,0.009090909,0.009090909,0.554545455,0.281818182
392,0.275,0.275,0.025,0.025,0.025,0.275,0.025,0.025,0.025,0.025
393,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
395,0.275,0.025,0.525,0.025,0.025,0.025,0.025,0.025,0.025,0.025
396,0.025,0.025,0.025,0.025,0.525,0.025,0.025,0.275,0.025,0.025
397,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
398,0.0125,0.0125,0.2625,0.2625,0.0125,0.3875,0.0125,0.0125,0.0125,0.0125
399,0.005,0.005,0.455,0.005,0.005,0.005,0.205,0.005,0.305,0.005
400,0.11,0.01,0.11,0.01,0.01,0.01,0.61,0.11,0.01,0.01
401,0.02,0.02,0.22,0.02,0.02,0.02,0.62,0.02,0.02,0.02
402,0.525,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.025,0.025
403,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
404,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025
405,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.206666667,0.006666667,0.006666667,0.74,0.006666667
406,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
407,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
408,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
409,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
410,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
411,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
412,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
413,0.0125,0.6375,0.2625,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
414,0.02,0.62,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02
415,0.123529412,0.005882353,0.005882353,0.652941176,0.005882353,0.005882353,0.064705882,0.005882353,0.123529412,0.005882353
416,0.258333333,0.091666667,0.341666667,0.008333333,0.008333333,0.008333333,0.175,0.091666667,0.008333333,0.008333333
417,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
418,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
419,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
420,0.01,0.11,0.01,0.21,0.01,0.01,0.01,0.51,0.11,0.01
421,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
422,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.22,0.02
423,0.009090909,0.009090909,0.281818182,0.009090909,0.009090909,0.372727273,0.281818182,0.009090909,0.009090909,0.009090909
424,0.008333333,0.008333333,0.008333333,0.008333333,0.341666667,0.175,0.008333333,0.425,0.008333333,0.008333333
425,0.141666667,0.002777778,0.002777778,0.225,0.391666667,0.002777778,0.030555556,0.030555556,0.002777778,0.169444444
426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
427,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.525
428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
429,0.003225806,0.003225806,0.035483871,0.003225806,0.164516129,0.003225806,0.45483871,0.003225806,0.325806452,0.003225806
430,0.025,0.025,0.025,0.025,0.025,0.025,0.525,0.025,0.275,0.025
431,0.0125,0.6375,0.0125,0.0125,0.0125,0.0125,0.0125,0.2625,0.0125,0.0125
432,0.016666667,0.183333333,0.016666667,0.016666667,0.683333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
433,0.003030303,0.003030303,0.003030303,0.184848485,0.033333333,0.457575758,0.003030303,0.093939394,0.003030303,0.215151515
434,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
435,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
436,0.02,0.22,0.02,0.22,0.02,0.02,0.02,0.22,0.02,0.22
437,0.004166667,0.004166667,0.004166667,0.2125,0.004166667,0.545833333,0.004166667,0.170833333,0.045833333,0.004166667
438,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
439,0.0125,0.0125,0.0125,0.0125,0.6375,0.1375,0.0125,0.0125,0.0125,0.1375
440,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.183333333,0.35,0.016666667
441,0.004545455,0.004545455,0.231818182,0.004545455,0.095454545,0.413636364,0.05,0.004545455,0.186363636,0.004545455
442,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05
443,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.871428571,0.014285714,0.014285714,0.014285714
444,0.02,0.42,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.02
445,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.516666667,0.016666667
446,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
447,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
448,0.02,0.02,0.02,0.22,0.22,0.02,0.22,0.22,0.02,0.02
449,0.190909091,0.009090909,0.1,0.009090909,0.009090909,0.554545455,0.009090909,0.009090909,0.009090909,0.1
450,0.275,0.025,0.275,0.025,0.275,0.025,0.025,0.025,0.025,0.025
451,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
452,0.183333333,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.183333333,0.016666667,0.35
453,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
454,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
455,0.0125,0.0125,0.3875,0.0125,0.2625,0.2625,0.0125,0.0125,0.0125,0.0125
456,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667,0.016666667,0.016666667,0.016666667
457,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02
458,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
459,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.11,0.01,0.01
460,0.016666667,0.35,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667
461,0.005263158,0.057894737,0.215789474,0.005263158,0.110526316,0.584210526,0.005263158,0.005263158,0.005263158,0.005263158
462,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
463,0.3,0.014285714,0.442857143,0.014285714,0.014285714,0.014285714,0.014285714,0.157142857,0.014285714,0.014285714
464,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
465,0.014285714,0.014285714,0.014285714,0.442857143,0.014285714,0.014285714,0.014285714,0.014285714,0.442857143,0.014285714
466,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
467,0.073333333,0.006666667,0.006666667,0.006666667,0.073333333,0.006666667,0.006666667,0.073333333,0.006666667,0.74
468,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.183333333
469,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667
470,0.096875,0.003125,0.190625,0.003125,0.003125,0.003125,0.659375,0.003125,0.003125,0.034375
471,0.005882353,0.005882353,0.123529412,0.005882353,0.005882353,0.005882353,0.535294118,0.005882353,0.123529412,0.182352941
472,0.091666667,0.091666667,0.175,0.008333333,0.008333333,0.508333333,0.091666667,0.008333333,0.008333333,0.008333333
473,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
474,0.02,0.02,0.02,0.42,0.42,0.02,0.02,0.02,0.02,0.02
475,0.62,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.02
476,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333
477,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
478,0.275,0.025,0.025,0.025,0.025,0.525,0.025,0.025,0.025,0.025
479,0.01,0.01,0.01,0.51,0.01,0.01,0.41,0.01,0.01,0.01
480,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
481,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
482,0.2625,0.0125,0.0125,0.0125,0.0125,0.2625,0.0125,0.3875,0.0125,0.0125
483,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
484,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333
485,0.42,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
486,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
487,0.025,0.525,0.025,0.025,0.275,0.025,0.025,0.025,0.025,0.025
488,0.025,0.025,0.525,0.025,0.025,0.275,0.025,0.025,0.025,0.025
489,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
490,0.02,0.42,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.02
491,0.183333333,0.016666667,0.35,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.183333333
492,0.281818182,0.645454545,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909
493,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
494,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02
495,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
496,0.003125,0.253125,0.128125,0.471875,0.003125,0.003125,0.003125,0.003125,0.128125,0.003125
497,0.0125,0.0125,0.1375,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.7625
498,0.014285714,0.728571429,0.014285714,0.157142857,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
499,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55
500,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
501,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
502,0.183333333,0.016666667,0.683333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
503,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05
504,0.157142857,0.442857143,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.3,0.014285714
505,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
506,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.6375,0.0125,0.2625,0.0125
507,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
508,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
509,0.344444444,0.122222222,0.011111111,0.455555556,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
510,0.025,0.025,0.525,0.025,0.025,0.025,0.025,0.025,0.275,0.025
511,0.077777778,0.003703704,0.3,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.596296296,0.003703704
512,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.35,0.016666667
513,0.014285714,0.871428571,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
514,0.025,0.025,0.525,0.025,0.025,0.275,0.025,0.025,0.025,0.025
515,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62
516,0.005263158,0.005263158,0.005263158,0.321052632,0.005263158,0.005263158,0.005263158,0.005263158,0.321052632,0.321052632
517,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
518,0.02,0.22,0.02,0.02,0.42,0.02,0.02,0.22,0.02,0.02
519,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
520,0.275,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.275,0.025
521,0.00625,0.00625,0.69375,0.00625,0.06875,0.00625,0.00625,0.00625,0.00625,0.19375
522,0.011111111,0.011111111,0.9,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
523,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
524,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.22
525,0.009090909,0.009090909,0.190909091,0.1,0.009090909,0.1,0.554545455,0.009090909,0.009090909,0.009090909
526,0.566666667,0.011111111,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
527,0.025,0.525,0.025,0.025,0.275,0.025,0.025,0.025,0.025,0.025
528,0.006666667,0.006666667,0.406666667,0.006666667,0.073333333,0.006666667,0.473333333,0.006666667,0.006666667,0.006666667
529,0.003333333,0.17,0.036666667,0.036666667,0.036666667,0.036666667,0.536666667,0.136666667,0.003333333,0.003333333
530,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02
531,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
532,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
533,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
534,0.002272727,0.002272727,0.025,0.456818182,0.184090909,0.047727273,0.025,0.002272727,0.206818182,0.047727273
535,0.007692308,0.161538462,0.007692308,0.007692308,0.007692308,0.007692308,0.084615385,0.084615385,0.007692308,0.623076923
536,0.025,0.025,0.275,0.025,0.525,0.025,0.025,0.025,0.025,0.025
537,0.016666667,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667
