comment_num,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
538,0.02,0.02,0.02,0.22,0.02,0.02,0.62,0.02,0.02,0.02
539,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
540,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333
541,0.366666667,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
542,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02
543,0.02,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.22,0.02
544,0.683333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333
545,0.025,0.025,0.275,0.275,0.025,0.025,0.025,0.275,0.025,0.025
546,0.344444444,0.233333333,0.011111111,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.011111111,0.011111111
547,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.22,0.02
548,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.918181818,0.009090909,0.009090909
549,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.366666667,0.033333333
550,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
551,0.009090909,0.009090909,0.281818182,0.281818182,0.190909091,0.009090909,0.009090909,0.009090909,0.190909091,0.009090909
552,0.025,0.025,0.275,0.025,0.025,0.025,0.275,0.025,0.275,0.025
553,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333
554,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.516666667
555,0.569565217,0.004347826,0.22173913,0.004347826,0.047826087,0.004347826,0.004347826,0.004347826,0.134782609,0.004347826
556,0.003703704,0.003703704,0.411111111,0.040740741,0.151851852,0.040740741,0.3,0.040740741,0.003703704,0.003703704
557,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
558,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025
559,0.008333333,0.091666667,0.591666667,0.008333333,0.258333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333
560,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
561,0.009090909,0.009090909,0.009090909,0.463636364,0.463636364,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909
562,0.084615385,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308,0.853846154,0.007692308,0.007692308,0.007692308
563,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
564,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.442857143,0.014285714,0.014285714,0.442857143,0.014285714
565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
567,0.02,0.02,0.02,0.22,0.62,0.02,0.02,0.02,0.02,0.02
568,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
569,0.016666667,0.183333333,0.683333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
570,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02
571,0.005263158,0.215789474,0.005263158,0.005263158,0.005263158,0.005263158,0.110526316,0.531578947,0.005263158,0.110526316
572,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
573,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.9,0.011111111
574,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.338095238,0.1,0.195238095,0.338095238,0.004761905
575,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.728571429,0.157142857,0.014285714
576,0.011111111,0.011111111,0.566666667,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.344444444,0.011111111
577,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.71
578,0.02,0.02,0.02,0.42,0.22,0.02,0.02,0.22,0.02,0.02
579,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
580,0.02,0.02,0.22,0.42,0.02,0.02,0.02,0.02,0.02,0.22
581,0.22,0.02,0.22,0.22,0.02,0.02,0.22,0.02,0.02,0.02
582,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
583,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.366666667,0.033333333
584,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
585,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
586,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333
587,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
588,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
589,0.525,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.025,0.025
590,0.025,0.275,0.025,0.025,0.025,0.525,0.025,0.025,0.025,0.025
591,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05
592,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.525,0.025,0.025
593,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
594,0.6375,0.0125,0.2625,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
595,0.016666667,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667
596,0.025,0.525,0.025,0.025,0.025,0.025,0.275,0.025,0.025,0.025
597,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
598,0.516666667,0.016666667,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
600,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
601,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
602,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
603,0.02,0.02,0.22,0.02,0.02,0.02,0.62,0.02,0.02,0.02
604,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.183333333,0.183333333,0.016666667
605,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
606,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
607,0.22,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02
608,0.025,0.025,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.525
609,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
610,0.183333333,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.016666667
611,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.35,0.016666667
612,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
613,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
614,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62
615,0.025,0.025,0.275,0.025,0.025,0.025,0.525,0.025,0.025,0.025
616,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333
617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
618,0.025,0.525,0.025,0.025,0.025,0.025,0.025,0.275,0.025,0.025
619,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
620,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
622,0.004761905,0.147619048,0.29047619,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.528571429,0.004761905
623,0.2625,0.2625,0.0125,0.0125,0.0125,0.2625,0.0125,0.0125,0.0125,0.1375
624,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333
625,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
626,0.736363636,0.009090909,0.009090909,0.009090909,0.1,0.009090909,0.1,0.009090909,0.009090909,0.009090909
627,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
628,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
629,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
630,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
631,0.426315789,0.005263158,0.005263158,0.215789474,0.005263158,0.005263158,0.110526316,0.163157895,0.057894737,0.005263158
632,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.8875,0.0125,0.0125
633,0.025,0.025,0.275,0.025,0.025,0.025,0.525,0.025,0.025,0.025
634,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333
635,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.22
636,0.2625,0.0125,0.0125,0.1375,0.1375,0.0125,0.2625,0.0125,0.1375,0.0125
637,0.014285714,0.014285714,0.157142857,0.014285714,0.014285714,0.014285714,0.3,0.014285714,0.014285714,0.442857143
638,0.008333333,0.008333333,0.258333333,0.008333333,0.008333333,0.341666667,0.008333333,0.258333333,0.091666667,0.008333333
639,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.525,0.275,0.025
640,0.009090909,0.009090909,0.009090909,0.281818182,0.1,0.463636364,0.1,0.009090909,0.009090909,0.009090909
641,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
642,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.683333333
643,0.51,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01
644,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.35,0.016666667,0.016666667
645,0.007692308,0.161538462,0.161538462,0.007692308,0.238461538,0.007692308,0.007692308,0.392307692,0.007692308,0.007692308
646,0.003703704,0.003703704,0.003703704,0.003703704,0.077777778,0.003703704,0.855555556,0.003703704,0.003703704,0.040740741
647,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
648,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
649,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
650,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
651,0.788888889,0.011111111,0.011111111,0.122222222,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
652,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
653,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667
654,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
655,0.025,0.025,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.525
656,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.8875
657,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
658,0.025,0.025,0.025,0.025,0.025,0.025,0.275,0.525,0.025,0.025
659,0.0125,0.0125,0.0125,0.0125,0.0125,0.1375,0.0125,0.0125,0.7625,0.0125
660,0.1375,0.0125,0.0125,0.7625,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
661,0.006666667,0.006666667,0.073333333,0.206666667,0.006666667,0.006666667,0.673333333,0.006666667,0.006666667,0.006666667
662,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
663,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.683333333
664,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025
665,0.016666667,0.516666667,0.183333333,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
666,0.033333333,0.033333333,0.033333333,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
667,0.014285714,0.3,0.157142857,0.014285714,0.014285714,0.014285714,0.442857143,0.014285714,0.014285714,0.014285714
668,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
669,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
670,0.013414634,0.342682927,0.001219512,0.001219512,0.001219512,0.135365854,0.074390244,0.025609756,0.318292683,0.086585366
671,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.525,0.025,0.275
672,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
674,0.238461538,0.161538462,0.161538462,0.007692308,0.007692308,0.007692308,0.392307692,0.007692308,0.007692308,0.007692308
675,0.007142857,0.007142857,0.292857143,0.007142857,0.007142857,0.15,0.007142857,0.007142857,0.507142857,0.007142857
676,0.044,0.004,0.004,0.004,0.004,0.004,0.924,0.004,0.004,0.004
677,0.084615385,0.315384615,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308,0.238461538,0.315384615
678,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333
679,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308,0.007692308,0.084615385,0.853846154,0.007692308,0.007692308
680,0.41,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01
681,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
682,0.014285714,0.014285714,0.014285714,0.014285714,0.442857143,0.442857143,0.014285714,0.014285714,0.014285714,0.014285714
683,0.003030303,0.003030303,0.336363636,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.427272727,0.215151515
684,0.014285714,0.157142857,0.014285714,0.157142857,0.014285714,0.014285714,0.014285714,0.585714286,0.014285714,0.014285714
685,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.56875,0.00625,0.19375,0.19375
686,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
687,0.003571429,0.110714286,0.003571429,0.003571429,0.003571429,0.467857143,0.110714286,0.075,0.217857143,0.003571429
688,0.014285714,0.014285714,0.014285714,0.014285714,0.157142857,0.3,0.014285714,0.014285714,0.442857143,0.014285714
689,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
690,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667
691,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
692,0.004,0.124,0.124,0.004,0.004,0.004,0.204,0.004,0.524,0.004
693,0.025,0.525,0.025,0.025,0.025,0.025,0.275,0.025,0.025,0.025
694,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
695,0.02,0.02,0.42,0.02,0.02,0.02,0.42,0.02,0.02,0.02
696,0.007142857,0.007142857,0.078571429,0.15,0.007142857,0.292857143,0.007142857,0.15,0.007142857,0.292857143
697,0.366666667,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
698,0.233333333,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.677777778
699,0.5125,0.0125,0.1375,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.2625
700,0.007142857,0.007142857,0.578571429,0.007142857,0.007142857,0.221428571,0.007142857,0.007142857,0.007142857,0.15
701,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82
702,0.0125,0.0125,0.6375,0.0125,0.0125,0.0125,0.0125,0.2625,0.0125,0.0125
703,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
704,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
705,0.033333333,0.366666667,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
706,0.0125,0.0125,0.2625,0.0125,0.0125,0.0125,0.0125,0.1375,0.5125,0.0125
707,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
708,0.122222222,0.677777778,0.011111111,0.011111111,0.011111111,0.011111111,0.122222222,0.011111111,0.011111111,0.011111111
709,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333
710,0.033333333,0.033333333,0.366666667,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
711,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.35,0.35
712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
713,0.025,0.025,0.025,0.025,0.025,0.525,0.275,0.025,0.025,0.025
714,0.011111111,0.011111111,0.011111111,0.233333333,0.011111111,0.122222222,0.566666667,0.011111111,0.011111111,0.011111111
715,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775
716,0.008333333,0.091666667,0.008333333,0.258333333,0.008333333,0.008333333,0.341666667,0.008333333,0.008333333,0.258333333
717,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
718,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05
719,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
720,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333
721,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
723,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
724,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.455555556,0.011111111,0.455555556,0.011111111,0.011111111
725,0.025,0.025,0.025,0.025,0.025,0.275,0.525,0.025,0.025,0.025
726,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
727,0.366666667,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
728,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
729,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
730,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
731,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.372727273,0.009090909,0.009090909,0.1,0.463636364
732,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
733,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333
734,0.1,0.009090909,0.190909091,0.009090909,0.009090909,0.009090909,0.190909091,0.009090909,0.372727273,0.1
735,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
736,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025,0.025
737,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.366666667
738,0.007142857,0.007142857,0.007142857,0.007142857,0.007142857,0.721428571,0.007142857,0.221428571,0.007142857,0.007142857
739,0.585714286,0.014285714,0.3,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
740,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85
741,0.016666667,0.016666667,0.516666667,0.016666667,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.183333333
742,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
743,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01
744,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
745,0.005,0.005,0.005,0.005,0.005,0.005,0.205,0.455,0.305,0.005
746,0.005263158,0.005263158,0.426315789,0.005263158,0.163157895,0.005263158,0.005263158,0.005263158,0.373684211,0.005263158
747,0.091666667,0.008333333,0.425,0.008333333,0.008333333,0.008333333,0.425,0.008333333,0.008333333,0.008333333
748,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
749,0.19375,0.00625,0.38125,0.38125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
750,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.871428571,0.014285714,0.014285714,0.014285714,0.014285714
751,0.005555556,0.005555556,0.005555556,0.45,0.116666667,0.116666667,0.116666667,0.172222222,0.005555556,0.005555556
752,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.871428571,0.014285714
753,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
754,0.002777778,0.002777778,0.030555556,0.113888889,0.308333333,0.002777778,0.252777778,0.252777778,0.002777778,0.030555556
755,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
756,0.005555556,0.005555556,0.172222222,0.172222222,0.005555556,0.227777778,0.394444444,0.005555556,0.005555556,0.005555556
757,0.008333333,0.008333333,0.091666667,0.008333333,0.008333333,0.008333333,0.008333333,0.841666667,0.008333333,0.008333333
758,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333
759,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
760,0.157142857,0.157142857,0.585714286,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
761,0.0125,0.0125,0.5125,0.0125,0.0125,0.0125,0.3875,0.0125,0.0125,0.0125
762,0.011111111,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.122222222,0.233333333,0.122222222,0.122222222
763,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.3875,0.0125,0.5125
764,0.061111111,0.005555556,0.172222222,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.727777778,0.005555556
765,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
766,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
767,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333
768,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.22
769,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82
770,0.585714286,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.3,0.014285714,0.014285714,0.014285714
771,0.183333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.683333333,0.016666667
772,0.02,0.42,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02
773,0.011111111,0.122222222,0.011111111,0.011111111,0.344444444,0.344444444,0.122222222,0.011111111,0.011111111,0.011111111
774,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
775,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7
776,0.002380952,0.002380952,0.002380952,0.026190476,0.264285714,0.002380952,0.002380952,0.35952381,0.335714286,0.002380952
777,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
778,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
779,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.35,0.016666667,0.016666667,0.183333333
780,0.014285714,0.014285714,0.014285714,0.157142857,0.014285714,0.157142857,0.014285714,0.585714286,0.014285714,0.014285714
781,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
782,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333
783,0.025,0.275,0.025,0.025,0.025,0.275,0.025,0.025,0.025,0.275
784,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667,0.033333333,0.033333333,0.033333333,0.033333333,0.366666667
785,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667
786,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
787,0.091666667,0.008333333,0.008333333,0.841666667,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333
788,0.016666667,0.35,0.016666667,0.016666667,0.016666667,0.516666667,0.016666667,0.016666667,0.016666667,0.016666667
789,0.35,0.016666667,0.016666667,0.183333333,0.35,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
790,0.007142857,0.007142857,0.007142857,0.007142857,0.007142857,0.435714286,0.007142857,0.078571429,0.007142857,0.435714286
791,0.025,0.025,0.025,0.275,0.025,0.025,0.025,0.025,0.025,0.525
792,0.00625,0.00625,0.00625,0.00625,0.00625,0.19375,0.13125,0.00625,0.63125,0.00625
793,0.22,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02
794,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.728571429,0.157142857,0.014285714,0.014285714,0.014285714
795,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333
796,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
797,0.0125,0.0125,0.0125,0.1375,0.2625,0.0125,0.5125,0.0125,0.0125,0.0125
798,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
799,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.233333333,0.011111111,0.122222222,0.011111111,0.233333333
800,0.033333333,0.033333333,0.033333333,0.033333333,0.7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
801,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
802,0.0125,0.0125,0.0125,0.0125,0.3875,0.0125,0.0125,0.0125,0.2625,0.2625
