5.555555555555555247e-02,6.111111111111110494e-01,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02
2.232704402515723052e-01,3.144654088050314635e-03,3.144654088050314635e-03,3.144654088050314635e-03,9.748427672955975454e-02,3.459119496855345838e-02,5.691823899371069029e-01,6.603773584905660299e-02
2.894736842105262720e-01,2.631578947368420560e-02,2.631578947368420560e-02,2.631578947368420560e-02,2.631578947368420560e-02,2.631578947368420560e-02,2.631578947368420560e-02,5.526315789473683626e-01
1.020408163265306041e-02,1.020408163265306041e-02,3.163265306122448606e-01,3.163265306122448606e-01,1.020408163265306041e-02,1.020408163265306041e-02,1.122448979591836732e-01,2.142857142857142738e-01
4.385964912280702378e-03,4.385964912280702378e-03,4.385964912280702378e-03,6.622807017543860253e-01,4.385964912280702378e-03,3.114035087719298489e-01,4.385964912280702378e-03,4.385964912280702378e-03
3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.928571428571428492e-01,3.571428571428571230e-02,3.928571428571428492e-01
3.875968992248062829e-03,3.875968992248062829e-03,8.139534883720930813e-02,3.875968992248062829e-03,1.976744186046511809e-01,3.875968992248062829e-03,2.751937984496123923e-01,4.302325581395349263e-01
2.083333333333333218e-02,2.291666666666666574e-01,2.083333333333333218e-02,2.083333333333333218e-02,2.083333333333333218e-02,6.458333333333332593e-01,2.083333333333333218e-02,2.083333333333333218e-02
5.952380952380953785e-03,5.952380952380953785e-03,7.202380952380953438e-01,5.952380952380953785e-03,5.952380952380953785e-03,5.952380952380953785e-03,5.952380952380953785e-03,2.440476190476190688e-01
1.076388888888889089e-01,3.472222222222222897e-03,3.472222222222222897e-03,4.201388888888888951e-01,3.819444444444445447e-02,1.076388888888889089e-01,1.076388888888889089e-01,2.118055555555555525e-01
2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02,2.894736842105263275e-01,2.631578947368420907e-02,5.526315789473683626e-01
3.571428571428571230e-02,3.928571428571428492e-01,3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.571428571428571230e-02,3.928571428571428492e-01
1.724137931034482735e-02,1.724137931034482735e-02,1.724137931034482735e-02,1.896551724137931216e-01,1.724137931034482735e-02,1.724137931034482735e-02,7.068965517241379004e-01,1.724137931034482735e-02
2.631578947368420560e-02,2.631578947368420560e-02,2.894736842105262720e-01,2.631578947368420560e-02,5.526315789473683626e-01,2.631578947368420560e-02,2.631578947368420560e-02,2.631578947368420560e-02
5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,5.555555555555555247e-02,6.111111111111110494e-01
3.246753246753247401e-03,3.246753246753247401e-03,2.954545454545454697e-01,3.571428571428571924e-02,3.246753246753247401e-03,4.902597402597402843e-01,1.655844155844155841e-01,3.246753246753247401e-03
6.756756756756757999e-03,6.756756756756757999e-03,2.770270270270270285e-01,6.756756756756757999e-03,6.756756756756757999e-03,2.094594594594595127e-01,4.121621621621622267e-01,7.432432432432434233e-02
1.470588235294117800e-02,1.470588235294117800e-02,1.470588235294117800e-02,1.617647058823529493e-01,1.470588235294117800e-02,7.500000000000000000e-01,1.470588235294117800e-02,1.470588235294117800e-02
2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02,8.157894736842105088e-01,2.631578947368420907e-02,2.631578947368420907e-02,2.631578947368420907e-02
