4.999999999999998890e-02,5.499999999999999334e-01,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02
9.687499999999997502e-02,3.437499999999999584e-02,3.437499999999999584e-02,3.437499999999999584e-02,3.124999999999999306e-03,5.656249999999999334e-01,1.906249999999999334e-01,3.124999999999999306e-03,3.437499999999999584e-02,3.124999999999999306e-03
7.750000000000000222e-01,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02
1.000000000000000021e-02,2.100000000000000200e-01,1.100000000000000144e-01,1.000000000000000021e-02,1.100000000000000144e-01,1.100000000000000144e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,4.099999999999999756e-01
4.347826086956520925e-03,4.347826086956520925e-03,6.999999999999999556e-01,4.347826086956520925e-03,1.782608695652173614e-01,4.347826086956520925e-03,4.347826086956520925e-03,4.347826086956520925e-03,4.782608695652173364e-02,4.782608695652173364e-02
3.333333333333333287e-02,3.333333333333333287e-02,3.666666666666666408e-01,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.666666666666666408e-01,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02
3.846153846153846367e-03,3.846153846153846367e-03,1.961538461538461509e-01,3.846153846153846367e-03,3.846153846153846367e-03,8.076923076923077371e-02,5.423076923076922684e-01,3.846153846153846367e-03,1.576923076923076872e-01,3.846153846153846367e-03
2.200000000000000289e-01,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,6.199999999999999956e-01
1.235294117647058876e-01,5.882352941176470507e-03,5.882352941176470507e-03,5.882352941176470507e-03,5.882352941176470507e-03,6.470588235294118251e-02,5.882352941176470507e-03,5.882352941176470507e-03,7.705882352941175739e-01,5.882352941176470507e-03
7.241379310344828180e-02,3.448275862068965903e-03,4.172413793103448287e-01,3.448275862068965903e-03,3.448275862068965903e-03,3.137931034482758230e-01,1.758620689655172320e-01,3.448275862068965903e-03,3.448275862068965903e-03,3.448275862068965903e-03
2.500000000000000139e-02,2.500000000000000139e-02,7.750000000000000222e-01,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02
3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,3.333333333333333287e-02,6.999999999999999556e-01,3.333333333333333287e-02
1.666666666666666990e-02,1.666666666666666990e-02,1.666666666666666990e-02,1.833333333333333759e-01,1.666666666666666990e-02,6.833333333333333481e-01,1.666666666666666990e-02,1.666666666666666990e-02,1.666666666666666990e-02,1.666666666666666990e-02
2.500000000000000139e-02,2.500000000000000139e-02,2.750000000000000222e-01,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.750000000000000222e-01,2.750000000000000222e-01
4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02,5.499999999999999334e-01,4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02
3.225806451612902789e-03,3.548387096774192895e-02,5.516129032258063614e-01,3.225806451612902789e-03,3.225806451612902789e-03,3.225806451612902789e-03,3.225806451612902789e-03,6.774193548387096031e-02,1.322580645161289814e-01,1.967741935483870441e-01
6.666666666666667095e-03,2.066666666666666652e-01,2.066666666666666652e-01,6.666666666666667095e-03,6.666666666666667095e-03,1.400000000000000133e-01,6.666666666666667095e-03,2.733333333333333171e-01,1.400000000000000133e-01,6.666666666666667095e-03
1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,1.428571428571428700e-02,8.714285714285713302e-01
2.499999999999999445e-02,2.499999999999999445e-02,2.749999999999999667e-01,2.499999999999999445e-02,5.249999999999999112e-01,2.499999999999999445e-02,2.499999999999999445e-02,2.499999999999999445e-02,2.499999999999999445e-02,2.499999999999999445e-02
2.000000000000000042e-02,4.200000000000000400e-01,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,4.200000000000000400e-01,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.750000000000000222e-01,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,2.500000000000000139e-02,5.250000000000000222e-01
