4.281045751633986984e-02,3.627450980392156465e-02,3.267973856209150643e-04,2.617647058823528994e-01,7.549019607843138191e-02,4.611111111111110827e-01,3.267973856209150643e-04,3.627450980392156465e-02,3.954248366013071725e-02,4.607843137254901550e-02
1.269035532994923650e-04,4.073604060913705444e-02,2.664974619289339937e-03,2.043147208121827429e-02,1.395939086294416178e-03,3.058375634517766090e-02,1.269035532994923650e-04,8.681472081218273296e-01,1.269035532994923650e-04,3.565989847715735767e-02
1.103626943005181354e-01,1.487786824574389467e-02,2.005921539600296136e-02,5.484826054774240983e-02,5.833456698741672497e-01,1.111028867505551437e-01,7.475943745373797057e-03,1.931902294596595307e-02,7.401924500370097237e-05,7.853441894892672359e-02
7.377138877835257014e-02,1.736470354158376958e-02,1.991693195384003634e-01,1.599731396736968070e-01,5.397433346597692305e-02,3.850477516912058362e-02,1.794220055710306627e-01,3.840529247910864225e-02,1.842469160366096703e-01,5.516812574612017794e-02
6.485148514851485357e-02,4.009900990099009993e-02,4.950495049504951639e-04,2.029702970297029771e-02,1.143564356435643747e-01,1.688118811881188508e-01,2.029702970297029771e-02,4.707920792079208216e-01,4.950495049504951639e-04,9.950495049504952394e-02
1.608490566037736047e-01,3.349056603773584856e-02,4.716981132075472819e-04,5.193396226415094574e-01,4.716981132075472819e-04,8.537735849056606041e-02,4.716981132075472819e-04,1.042452830188679430e-01,4.716981132075472819e-04,9.481132075471700171e-02
1.516528925619834711e-01,1.528925619834710717e-02,4.269972451790633901e-03,9.104683195592286338e-02,5.936639118457300718e-02,5.345730027548210028e-01,1.377410468319559375e-04,2.355371900826446624e-02,4.421487603305785524e-02,7.589531680440771144e-02
3.178041543026706162e-01,3.264094955489614449e-03,2.967359050445104291e-04,1.308605341246290854e-01,2.376854599406527935e-01,1.397626112759643990e-01,2.967359050445104291e-04,1.810089020771513124e-02,2.967359050445104291e-04,1.516320474777448080e-01
3.042364195421933676e-02,5.649299624188588442e-01,1.624530235736248648e-02,8.423300307482063654e-02,3.213187564058762880e-02,1.477792962077212335e-01,6.337546976426374976e-03,8.098735907072088236e-02,1.708233686368295113e-05,3.691492996241885899e-02
5.890559732664996107e-01,8.111946532999164683e-02,8.354218880534670358e-05,4.436090225563910083e-02,1.929824561403508873e-02,1.446115288220551354e-01,3.425229741019214427e-03,5.522138680033416430e-02,4.519632414369256779e-02,1.762740183792815482e-02
1.428571428571429004e-03,1.428571428571429004e-03,1.428571428571429004e-03,1.428571428571429004e-03,1.428571428571429004e-03,9.442857142857143948e-01,1.428571428571429004e-03,1.571428571428571883e-02,3.000000000000000583e-02,1.428571428571429004e-03
3.745624270711785109e-02,9.579929988331387092e-02,1.166861143523920580e-04,1.074679113185530721e-01,8.063010501750289549e-02,5.637106184364060191e-01,1.761960326721119866e-02,5.495915985997665981e-02,1.166861143523920580e-04,4.212368728121353156e-02
5.712195121951220145e-01,3.951219512195121991e-02,4.878048780487805958e-04,2.487804878048780616e-02,5.902439024390244288e-02,2.492682926829268841e-01,4.878048780487805958e-04,5.414634146341464060e-02,4.878048780487805958e-04,4.878048780487805958e-04
4.467716808031850506e-02,4.277306560498528309e-02,2.110264843344296093e-01,7.600830881080146428e-02,4.398476718019733028e-02,1.104552535918296718e-01,1.731002250302925426e-05,4.900467370607582140e-02,9.710922624199411213e-03,4.123420460446598490e-01
2.782874617737002981e-02,3.058103975535168546e-04,3.058103975535168546e-04,2.174311926605504430e-01,3.058103975535168546e-04,6.792048929663608847e-01,3.058103975535168546e-04,3.058103975535168546e-04,3.058103975535168546e-04,7.370030581039756223e-02
